MON,DAY,HR,HR OF YR,DRY BULB,WET BULB,,,,,,,,,,
2,4,7,824,1.00,-0.40,,,,,,,,,,
2,4,8,825,1.00,-0.60,,,,,,,,,,
2,4,9,826,-0.90,-2.20,,,,,,,,,,
2,4,10,827,-0.90,-2.00,,,,,,,,,,
2,4,11,828,1.00,-0.20,,,,,,,,,,
2,4,12,829,1.00,-0.30,,,,,,,,,,
2,4,13,830,-0.90,-2.00,,,,,,,,,,
2,4,14,831,1.00,-0.30,,,,,,,,,,
2,4,15,832,1.90,0.50,,,,,,,,,,
2,4,16,833,0.00,-1.20,,,,,,,,,,
2,4,17,834,-2.00,-3.30,,,,,,,,,,
2,4,18,835,-5.10,-6.20,,,,,,,,,,
2,4,19,836,-2.90,-4.10,,,,,,,,,,
2,4,20,837,-5.10,-6.20,,,,,,,,,,
2,4,21,838,-7.10,-8.10,,,,,,,,,,
2,4,22,839,-5.10,-5.80,,,,,,,,,,
2,4,23,840,-9.90,-10.70,,,,,,,,,,
2,5,0,841,-11.90,-12.70,,,,,,,,,,
2,5,1,842,-11.90,-12.60,,,,,,,,,,
2,5,2,843,-11.90,-12.70,,,,,,,,,,
2,5,3,844,-13.00,-13.50,,,,,,,,,,
2,5,4,845,-7.10,-7.80,,,,,,,,,,
2,5,5,846,-9.90,-10.60,,,,,,,,,,
2,5,6,847,-6.00,-6.90,,,,,,,,,,
2,5,7,848,-4.00,-5.00,,,,,,,,,,
2,5,8,849,-0.90,-2.00,,,,,,,,,,
2,5,9,850,0.00,-1.20,,,,,,,,,,
2,5,10,851,-2.00,-3.30,,,,,,,,,,
2,5,11,852,0.00,-1.10,,,,,,,,,,
2,5,12,853,1.00,-0.40,,,,,,,,,,
2,5,13,854,1.90,0.70,,,,,,,,,,
2,5,14,855,3.90,2.60,,,,,,,,,,
2,5,15,856,3.90,2.50,,,,,,,,,,
2,5,16,857,3.90,2.20,,,,,,,,,,
2,5,17,858,3.90,2.00,,,,,,,,,,
2,5,18,859,3.00,1.30,,,,,,,,,,
2,5,19,860,3.00,1.40,,,,,,,,,,
2,5,20,861,3.90,2.30,,,,,,,,,,
2,5,21,862,5.00,3.40,,,,,,,,,,
2,5,22,863,6.10,4.70,,,,,,,,,,
2,5,23,864,7.00,5.70,,,,,,,,,,
2,6,0,865,7.00,5.10,,,,,,,,,,
2,6,1,866,8.10,6.40,,,,,,,,,,
2,6,2,867,9.00,7.40,,,,,,,,,,
2,6,3,868,9.00,7.40,,,,,,,,,,
2,6,4,869,10.00,7.50,,,,,,,,,,
2,6,5,870,10.90,9.20,,,,,,,,,,
2,6,6,871,12.00,10.30,,,,,,,,,,
2,6,7,872,12.90,11.30,,,,,,,,,,
2,6,8,873,14.00,11.90,,,,,,,,,,
2,6,9,874,14.00,12.20,,,,,,,,,,
2,6,10,875,16.00,13.80,,,,,,,,,,
2,6,11,876,17.10,14.80,,,,,,,,,,
2,6,12,877,18.00,16.10,,,,,,,,,,
2,6,13,878,19.00,16.60,,,,,,,,,,
2,6,14,879,19.90,17.40,,,,,,,,,,
2,6,15,880,23.00,20.00,,,,,,,,,,
2,6,16,881,23.00,19.80,,,,,,,,,,
2,6,17,882,24.10,20.50,,,,,,,,,,
2,6,18,883,24.10,20.50,,,,,,,,,,
2,6,19,884,24.10,20.80,,,,,,,,,,
2,6,20,885,25.00,21.10,,,,,,,,,,
2,6,21,886,25.00,21.10,,,,,,,,,,
2,6,22,887,26.10,21.90,,,,,,,,,,
2,6,23,888,26.10,21.90,,,,,,,,,,
2,7,0,889,26.10,22.10,,,,,,,,,,
2,7,1,890,25.00,21.40,,,,,,,,,,
2,7,2,891,25.00,21.10,,,,,,,,,,
2,7,3,892,21.90,19.00,,,,,,,,,,
2,7,4,893,23.00,20.00,,,,,,,,,,
2,7,5,894,23.00,19.80,,,,,,,,,,
2,7,6,895,18.00,16.30,,,,,,,,,,
2,7,7,896,19.90,17.20,,,,,,,,,,
2,7,8,897,16.00,14.20,,,,,,,,,,
2,7,9,898,15.10,13.30,,,,,,,,,,
2,7,10,899,10.90,9.80,,,,,,,,,,
2,7,11,900,15.10,12.90,,,,,,,,,,
2,7,12,901,16.00,14.00,,,,,,,,,,
2,7,13,902,19.90,17.00,,,,,,,,,,
2,7,14,903,21.00,18.70,,,,,,,,,,
2,7,15,904,21.90,18.60,,,,,,,,,,
2,7,16,905,21.90,17.80,,,,,,,,,,
2,7,17,906,19.00,15.60,,,,,,,,,,
2,7,18,907,18.00,14.80,,,,,,,,,,
2,7,19,908,17.10,13.80,,,,,,,,,,
2,7,20,909,17.10,13.40,,,,,,,,,,
2,7,21,910,15.10,11.80,,,,,,,,,,
2,7,22,911,14.00,10.90,,,,,,,,,,
2,7,23,912,12.00,9.20,,,,,,,,,,
2,8,0,913,12.00,9.20,,,,,,,,,,
2,8,1,914,7.00,5.00,,,,,,,,,,
2,8,2,915,5.00,3.50,,,,,,,,,,
2,8,3,916,0.00,-1.30,,,,,,,,,,
2,8,4,917,1.00,-0.40,,,,,,,,,,
2,8,5,918,1.00,-0.40,,,,,,,,,,
2,8,6,919,1.00,-0.40,,,,,,,,,,
2,8,7,920,1.90,0.80,,,,,,,,,,
2,8,8,921,3.00,1.70,,,,,,,,,,
2,8,9,922,1.00,-0.40,,,,,,,,,,
2,8,10,923,3.00,1.30,,,,,,,,,,
2,8,11,924,6.10,4.70,,,,,,,,,,
2,8,12,925,7.00,5.50,,,,,,,,,,
2,8,13,926,10.00,8.20,,,,,,,,,,
2,8,14,927,10.90,8.60,,,,,,,,,,
2,8,15,928,12.90,10.10,,,,,,,,,,
2,8,16,929,14.00,11.50,,,,,,,,,,
2,8,17,930,14.00,11.30,,,,,,,,,,
2,8,18,931,10.90,8.40,,,,,,,,,,
2,8,19,932,8.10,6.30,,,,,,,,,,
2,8,20,933,5.00,3.70,,,,,,,,,,
2,8,21,934,1.00,-0.20,,,,,,,,,,
2,8,22,935,-0.90,-2.10,,,,,,,,,,
2,8,23,936,-0.90,-1.90,,,,,,,,,,
2,9,0,937,3.00,1.20,,,,,,,,,,
2,9,1,938,-0.90,-1.70,,,,,,,,,,
2,9,2,939,-0.90,-2.00,,,,,,,,,,
2,9,3,940,-2.90,-4.00,,,,,,,,,,
2,9,4,941,-0.90,-2.00,,,,,,,,,,
2,9,5,942,-2.90,-3.90,,,,,,,,,,
2,9,6,943,1.00,-0.50,,,,,,,,,,
2,9,7,944,-6.00,-6.90,,,,,,,,,,
2,9,8,945,0.00,-0.90,,,,,,,,,,
2,9,9,946,-2.90,-4.10,,,,,,,,,,
2,9,10,947,3.00,1.70,,,,,,,,,,
2,9,11,948,6.10,4.70,,,,,,,,,,
2,9,12,949,9.00,7.30,,,,,,,,,,
2,9,13,950,12.90,10.10,,,,,,,,,,
2,9,14,951,14.00,11.80,,,,,,,,,,
2,9,15,952,15.10,12.10,,,,,,,,,,
2,9,16,953,16.00,13.40,,,,,,,,,,
2,9,17,954,15.10,12.80,,,,,,,,,,
2,9,18,955,14.00,11.30,,,,,,,,,,
2,9,19,956,14.00,11.50,,,,,,,,,,
2,9,20,957,17.10,13.80,,,,,,,,,,
2,9,21,958,14.00,11.50,,,,,,,,,,
2,9,22,959,12.00,9.80,,,,,,,,,,
2,9,23,960,15.10,12.30,,,,,,,,,,
2,10,0,961,15.10,12.10,,,,,,,,,,
2,10,1,962,14.00,11.20,,,,,,,,,,
2,10,2,963,15.10,12.10,,,,,,,,,,
2,10,3,964,15.10,12.40,,,,,,,,,,
2,10,4,965,12.90,10.90,,,,,,,,,,
2,10,5,966,14.00,12.10,,,,,,,,,,
2,10,6,967,14.00,12.10,,,,,,,,,,
2,10,7,968,16.00,14.00,,,,,,,,,,
2,10,8,969,18.00,15.80,,,,,,,,,,
2,10,9,970,18.00,16.50,,,,,,,,,,
2,10,10,971,19.00,17.40,,,,,,,,,,
2,10,11,972,19.90,18.40,,,,,,,,,,
2,10,12,973,19.90,18.10,,,,,,,,,,
2,10,13,974,21.90,19.50,,,,,,,,,,
2,10,14,975,21.90,20.00,,,,,,,,,,
2,10,15,976,25.00,22.10,,,,,,,,,,
2,10,16,977,26.10,22.80,,,,,,,,,,
2,10,17,978,26.10,22.90,,,,,,,,,,
2,10,18,979,27.00,23.70,,,,,,,,,,
2,10,19,980,27.00,23.40,,,,,,,,,,
2,10,20,981,26.10,22.60,,,,,,,,,,
2,10,21,982,21.90,19.50,,,,,,,,,,
2,10,22,983,19.00,17.50,,,,,,,,,,
2,10,23,984,18.00,16.50,,,,,,,,,,
2,11,0,985,18.00,16.50,,,,,,,,,,
2,11,1,986,18.00,16.80,,,,,,,,,,
2,11,2,987,21.90,20.30,,,,,,,,,,
2,11,3,988,21.90,20.30,,,,,,,,,,
2,11,4,989,23.00,21.90,,,,,,,,,,
2,11,5,990,23.00,21.90,,,,,,,,,,
2,11,6,991,23.00,21.90,,,,,,,,,,
2,11,7,992,23.00,21.90,,,,,,,,,,
2,11,8,993,23.00,22.20,,,,,,,,,,
2,11,9,994,24.10,23.20,,,,,,,,,,
2,11,10,995,25.00,24.50,,,,,,,,,,
2,11,11,996,25.00,24.10,,,,,,,,,,
2,11,12,997,26.10,25.20,,,,,,,,,,
2,11,13,998,27.00,25.70,,,,,,,,,,
2,11,14,999,27.00,25.70,,,,,,,,,,
2,11,15,1000,27.00,25.30,,,,,,,,,,
2,11,16,1001,27.00,25.30,,,,,,,,,,
2,11,17,1002,26.10,24.50,,,,,,,,,,
2,11,18,1003,26.10,24.10,,,,,,,,,,
2,11,19,1004,26.10,24.10,,,,,,,,,,
2,11,20,1005,26.10,24.50,,,,,,,,,,
2,11,21,1006,25.00,23.10,,,,,,,,,,
2,11,22,1007,25.00,22.00,,,,,,,,,,
2,11,23,1008,23.00,21.50,,,,,,,,,,
2,12,0,1009,23.00,20.20,,,,,,,,,,
2,12,1,1010,23.00,20.20,,,,,,,,,,
2,12,2,1011,24.10,21.40,,,,,,,,,,
2,12,3,1012,21.90,19.90,,,,,,,,,,
2,12,4,1013,21.90,20.20,,,,,,,,,,
2,12,5,1014,21.90,20.50,,,,,,,,,,
2,12,6,1015,21.90,20.50,,,,,,,,,,
2,12,7,1016,21.90,20.50,,,,,,,,,,
2,12,8,1017,21.90,20.20,,,,,,,,,,
2,12,9,1018,19.90,18.30,,,,,,,,,,
2,12,10,1019,19.90,18.60,,,,,,,,,,
2,12,11,1020,19.90,18.60,,,,,,,,,,
2,12,12,1021,21.90,20.20,,,,,,,,,,
2,12,13,1022,23.00,21.20,,,,,,,,,,
2,12,14,1023,23.00,21.50,,,,,,,,,,
2,12,15,1024,23.00,21.50,,,,,,,,,,
2,12,16,1025,23.00,21.50,,,,,,,,,,
2,12,17,1026,23.00,21.50,,,,,,,,,,
2,12,18,1027,23.00,21.20,,,,,,,,,,
2,12,19,1028,21.90,20.20,,,,,,,,,,
2,12,20,1029,21.90,20.50,,,,,,,,,,
2,12,21,1030,19.90,18.80,,,,,,,,,,
2,12,22,1031,21.00,19.90,,,,,,,,,,
2,12,23,1032,21.00,19.90,,,,,,,,,,
2,13,0,1033,21.90,20.70,,,,,,,,,,
2,13,1,1034,21.90,21.00,,,,,,,,,,
2,13,2,1035,21.90,20.70,,,,,,,,,,
2,13,3,1036,23.00,21.50,,,,,,,,,,
2,13,4,1037,23.00,22.00,,,,,,,,,,
2,13,5,1038,24.10,22.80,,,,,,,,,,
2,13,6,1039,19.90,18.80,,,,,,,,,,
2,13,7,1040,21.00,19.90,,,,,,,,,,
2,13,8,1041,19.90,18.80,,,,,,,,,,
2,13,9,1042,19.00,17.60,,,,,,,,,,
2,13,10,1043,21.00,19.60,,,,,,,,,,
2,13,11,1044,21.90,20.50,,,,,,,,,,
2,13,12,1045,21.90,20.70,,,,,,,,,,
2,13,13,1046,25.00,23.10,,,,,,,,,,
2,13,14,1047,25.00,22.80,,,,,,,,,,
2,13,15,1048,26.10,24.40,,,,,,,,,,
2,13,16,1049,27.00,25.00,,,,,,,,,,
2,13,17,1050,26.10,23.80,,,,,,,,,,
2,13,18,1051,27.00,24.60,,,,,,,,,,
2,13,19,1052,27.00,25.30,,,,,,,,,,
2,13,20,1053,27.00,25.00,,,,,,,,,,
2,13,21,1054,26.10,24.10,,,,,,,,,,
2,13,22,1055,26.10,24.10,,,,,,,,,,
2,13,23,1056,26.10,24.10,,,,,,,,,,
2,14,0,1057,27.00,24.60,,,,,,,,,,
2,14,1,1058,27.00,24.60,,,,,,,,,,
2,14,2,1059,28.00,25.30,,,,,,,,,,
2,14,3,1060,27.00,24.40,,,,,,,,,,
2,14,4,1061,27.00,24.60,,,,,,,,,,
2,14,5,1062,27.00,24.10,,,,,,,,,,
2,14,6,1063,26.10,23.80,,,,,,,,,,
2,14,7,1064,26.10,24.10,,,,,,,,,,
2,14,8,1065,26.10,23.80,,,,,,,,,,
2,14,9,1066,26.10,23.80,,,,,,,,,,
2,14,10,1067,26.10,23.50,,,,,,,,,,
2,14,11,1068,27.00,24.30,,,,,,,,,,
2,14,12,1069,28.00,25.30,,,,,,,,,,
2,14,13,1070,28.00,25.00,,,,,,,,,,
2,14,14,1071,28.90,25.80,,,,,,,,,,
2,14,15,1072,30.00,26.30,,,,,,,,,,
2,14,16,1073,30.90,26.80,,,,,,,,,,
2,14,17,1074,30.00,25.90,,,,,,,,,,
2,14,18,1075,26.10,23.80,,,,,,,,,,
2,14,19,1076,19.00,17.60,,,,,,,,,,
2,14,20,1077,17.10,15.80,,,,,,,,,,
2,14,21,1078,17.10,15.80,,,,,,,,,,
2,14,22,1079,18.00,16.60,,,,,,,,,,
2,14,23,1080,12.90,11.80,,,,,,,,,,
2,15,0,1081,12.00,11.30,,,,,,,,,,
2,15,1,1082,10.00,9.40,,,,,,,,,,
2,15,2,1083,12.00,11.10,,,,,,,,,,
2,15,3,1084,8.10,7.30,,,,,,,,,,
2,15,4,1085,7.00,6.30,,,,,,,,,,
2,15,5,1086,7.00,6.40,,,,,,,,,,
2,15,6,1087,8.10,7.50,,,,,,,,,,
2,15,7,1088,9.00,7.70,,,,,,,,,,
2,15,8,1089,6.10,3.80,,,,,,,,,,
2,15,9,1090,8.10,6.20,,,,,,,,,,
2,15,10,1091,10.00,8.00,,,,,,,,,,
2,15,11,1092,12.90,11.80,,,,,,,,,,
2,15,12,1093,16.00,14.70,,,,,,,,,,
2,15,13,1094,17.10,15.80,,,,,,,,,,
2,15,14,1095,19.00,17.40,,,,,,,,,,
2,15,15,1096,23.00,19.90,,,,,,,,,,
2,15,16,1097,24.10,20.70,,,,,,,,,,
2,15,17,1098,21.90,18.90,,,,,,,,,,
2,15,18,1099,21.00,17.90,,,,,,,,,,
2,15,19,1100,10.00,9.00,,,,,,,,,,
2,15,20,1101,12.00,10.50,,,,,,,,,,
2,15,21,1102,6.10,5.00,,,,,,,,,,
2,15,22,1103,7.00,5.60,,,,,,,,,,
2,15,23,1104,8.10,7.30,,,,,,,,,,
2,16,0,1105,5.00,4.10,,,,,,,,,,
2,16,1,1106,3.90,2.50,,,,,,,,,,
2,16,2,1107,5.00,3.70,,,,,,,,,,
2,16,3,1108,6.10,4.90,,,,,,,,,,
2,16,4,1109,3.90,2.70,,,,,,,,,,
2,16,5,1110,3.90,2.80,,,,,,,,,,
2,16,6,1111,7.00,5.90,,,,,,,,,,
2,16,7,1112,7.00,5.60,,,,,,,,,,
2,16,8,1113,8.10,6.70,,,,,,,,,,
2,16,9,1114,10.00,8.60,,,,,,,,,,
2,16,10,1115,10.00,9.40,,,,,,,,,,
2,16,11,1116,12.00,11.20,,,,,,,,,,
2,16,12,1117,10.90,10.90,,,,,,,,,,
2,16,13,1118,15.10,14.10,,,,,,,,,,
2,16,14,1119,16.00,15.00,,,,,,,,,,
2,16,15,1120,17.10,16.30,,,,,,,,,,
2,16,16,1121,17.10,15.50,,,,,,,,,,
2,16,17,1122,17.10,15.50,,,,,,,,,,
2,16,18,1123,15.10,14.10,,,,,,,,,,
2,16,19,1124,12.90,11.80,,,,,,,,,,
2,16,20,1125,12.90,12.00,,,,,,,,,,
2,16,21,1126,12.90,12.00,,,,,,,,,,
2,16,22,1127,16.00,15.50,,,,,,,,,,
2,16,23,1128,15.10,14.10,,,,,,,,,,
2,17,0,1129,12.90,11.80,,,,,,,,,,
2,17,1,1130,14.00,12.60,,,,,,,,,,
2,17,2,1131,14.00,12.60,,,,,,,,,,
2,17,3,1132,10.90,10.10,,,,,,,,,,
2,17,4,1133,14.00,12.40,,,,,,,,,,
2,17,5,1134,14.00,12.40,,,,,,,,,,
2,17,6,1135,15.10,13.50,,,,,,,,,,
2,17,7,1136,15.10,13.50,,,,,,,,,,
2,17,8,1137,15.10,13.30,,,,,,,,,,
2,17,9,1138,15.10,13.30,,,,,,,,,,
2,17,10,1139,16.00,14.10,,,,,,,,,,
2,17,11,1140,18.00,16.00,,,,,,,,,,
2,17,12,1141,21.90,19.00,,,,,,,,,,
2,17,13,1142,24.10,21.20,,,,,,,,,,
2,17,14,1143,26.10,23.00,,,,,,,,,,
2,17,15,1144,28.90,26.50,,,,,,,,,,
2,17,16,1145,32.00,30.10,,,,,,,,,,
2,17,17,1146,33.10,30.80,,,,,,,,,,
2,17,18,1147,33.10,30.80,,,,,,,,,,
2,17,19,1148,32.00,29.80,,,,,,,,,,
2,17,20,1149,32.00,30.20,,,,,,,,,,
2,17,21,1150,32.00,29.80,,,,,,,,,,
2,17,22,1151,32.00,30.20,,,,,,,,,,
2,17,23,1152,32.00,30.10,,,,,,,,,,
2,18,0,1153,30.00,27.90,,,,,,,,,,
2,18,1,1154,34.00,32.90,,,,,,,,,,
2,18,2,1155,34.00,31.70,,,,,,,,,,
2,18,3,1156,30.00,28.60,,,,,,,,,,
2,18,4,1157,30.00,28.60,,,,,,,,,,
2,18,5,1158,30.00,27.50,,,,,,,,,,
2,18,6,1159,26.10,24.70,,,,,,,,,,
2,18,7,1160,24.10,23.20,,,,,,,,,,
2,18,8,1161,19.00,18.00,,,,,,,,,,
2,18,9,1162,21.90,21.40,,,,,,,,,,
2,18,10,1163,24.10,23.10,,,,,,,,,,
2,18,11,1164,27.00,25.00,,,,,,,,,,
2,18,12,1165,30.00,27.20,,,,,,,,,,
2,18,13,1166,30.00,26.30,,,,,,,,,,
2,18,14,1167,32.00,27.50,,,,,,,,,,
2,18,15,1168,33.10,28.20,,,,,,,,,,
2,18,16,1169,35.10,29.40,,,,,,,,,,
2,18,17,1170,34.00,29.00,,,,,,,,,,
2,18,18,1171,28.90,25.30,,,,,,,,,,
2,18,19,1172,25.00,22.80,,,,,,,,,,
2,18,20,1173,26.10,24.10,,,,,,,,,,
2,18,21,1174,30.90,27.40,,,,,,,,,,
2,18,22,1175,27.00,24.60,,,,,,,,,,
2,18,23,1176,28.90,26.20,,,,,,,,,,
2,19,0,1177,26.10,24.10,,,,,,,,,,
2,19,1,1178,28.00,25.00,,,,,,,,,,
2,19,2,1179,27.00,23.90,,,,,,,,,,
2,19,3,1180,28.00,24.50,,,,,,,,,,
2,19,4,1181,28.00,25.00,,,,,,,,,,
2,19,5,1182,28.00,25.30,,,,,,,,,,
2,19,6,1183,32.00,28.70,,,,,,,,,,
2,19,7,1184,34.00,30.50,,,,,,,,,,
2,19,8,1185,32.00,30.10,,,,,,,,,,
2,19,9,1186,32.00,29.10,,,,,,,,,,
2,19,10,1187,30.00,26.90,,,,,,,,,,
2,19,11,1188,33.10,29.30,,,,,,,,,,
2,19,12,1189,33.10,29.30,,,,,,,,,,
2,19,13,1190,39.90,31.70,,,,,,,,,,
2,19,14,1191,39.00,32.50,,,,,,,,,,
2,19,15,1192,37.00,35.80,,,,,,,,,,
2,19,16,1193,37.90,33.20,,,,,,,,,,
2,19,17,1194,36.00,31.40,,,,,,,,,,
2,19,18,1195,35.10,31.50,,,,,,,,,,
2,19,19,1196,35.10,31.20,,,,,,,,,,
2,19,20,1197,33.10,29.70,,,,,,,,,,
2,19,21,1198,33.10,29.40,,,,,,,,,,
2,19,22,1199,33.10,30.10,,,,,,,,,,
2,19,23,1200,32.00,29.80,,,,,,,,,,
2,20,0,1201,32.00,30.50,,,,,,,,,,
2,20,1,1202,33.10,31.20,,,,,,,,,,
2,20,2,1203,33.10,31.90,,,,,,,,,,
2,20,3,1204,33.10,30.70,,,,,,,,,,
2,20,4,1205,30.00,27.90,,,,,,,,,,
2,20,5,1206,30.90,28.70,,,,,,,,,,
2,20,6,1207,30.90,29.10,,,,,,,,,,
2,20,7,1208,26.10,25.10,,,,,,,,,,
2,20,8,1209,23.00,21.50,,,,,,,,,,
2,20,9,1210,26.10,24.50,,,,,,,,,,
2,20,10,1211,28.00,26.30,,,,,,,,,,
2,20,11,1212,28.00,26.70,,,,,,,,,,
2,20,12,1213,30.90,28.80,,,,,,,,,,
2,20,13,1214,30.90,28.40,,,,,,,,,,
2,20,14,1215,30.90,28.50,,,,,,,,,,
2,20,15,1216,30.90,29.20,,,,,,,,,,
2,20,16,1217,30.90,28.80,,,,,,,,,,
2,20,17,1218,30.90,28.80,,,,,,,,,,
2,20,18,1219,30.90,28.80,,,,,,,,,,
2,20,19,1220,30.90,29.20,,,,,,,,,,
2,20,20,1221,30.90,29.20,,,,,,,,,,
2,20,21,1222,30.90,29.50,,,,,,,,,,
2,20,22,1223,30.90,29.20,,,,,,,,,,
2,20,23,1224,30.90,29.20,,,,,,,,,,
2,21,0,1225,30.90,29.50,,,,,,,,,,
2,21,1,1226,30.90,29.50,,,,,,,,,,
2,21,2,1227,30.90,29.50,,,,,,,,,,
2,21,3,1228,30.90,29.10,,,,,,,,,,
2,21,4,1229,26.10,24.70,,,,,,,,,,
2,21,5,1230,18.00,17.50,,,,,,,,,,
2,21,6,1231,18.00,17.80,,,,,,,,,,
2,21,7,1232,19.90,18.80,,,,,,,,,,
2,21,8,1233,19.90,19.10,,,,,,,,,,
2,21,9,1234,25.00,23.70,,,,,,,,,,
2,21,10,1235,24.10,23.10,,,,,,,,,,
2,21,11,1236,24.10,23.40,,,,,,,,,,
2,21,12,1237,26.10,24.40,,,,,,,,,,
2,21,13,1238,27.00,26.00,,,,,,,,,,
2,21,14,1239,28.90,27.20,,,,,,,,,,
2,21,15,1240,28.90,27.20,,,,,,,,,,
2,21,16,1241,30.00,27.80,,,,,,,,,,
2,21,17,1242,28.90,26.80,,,,,,,,,,
2,21,18,1243,28.90,27.50,,,,,,,,,,
2,21,19,1244,26.10,24.70,,,,,,,,,,
2,21,20,1245,24.10,21.90,,,,,,,,,,
2,21,21,1246,25.00,22.80,,,,,,,,,,
2,21,22,1247,19.90,18.60,,,,,,,,,,
2,21,23,1248,19.00,17.60,,,,,,,,,,
2,22,0,1249,19.90,18.80,,,,,,,,,,
2,22,1,1250,19.90,18.60,,,,,,,,,,
2,22,2,1251,19.90,18.60,,,,,,,,,,
2,22,3,1252,23.00,21.20,,,,,,,,,,
2,22,4,1253,21.00,18.80,,,,,,,,,,
2,22,5,1254,19.00,17.60,,,,,,,,,,
2,22,6,1255,19.00,17.40,,,,,,,,,,
2,22,7,1256,18.00,16.40,,,,,,,,,,
2,22,8,1257,16.00,14.50,,,,,,,,,,
2,22,9,1258,16.00,14.30,,,,,,,,,,
2,22,10,1259,14.00,12.60,,,,,,,,,,
2,22,11,1260,19.00,17.40,,,,,,,,,,
2,22,12,1261,25.00,21.70,,,,,,,,,,
2,22,13,1262,25.00,21.50,,,,,,,,,,
2,22,14,1263,26.10,22.50,,,,,,,,,,
2,22,15,1264,27.00,23.50,,,,,,,,,,
2,22,16,1265,28.00,24.20,,,,,,,,,,
2,22,17,1266,27.00,23.80,,,,,,,,,,
2,22,18,1267,23.00,20.70,,,,,,,,,,
2,22,19,1268,18.00,16.40,,,,,,,,,,
2,22,20,1269,15.10,13.90,,,,,,,,,,
2,22,21,1270,14.00,12.40,,,,,,,,,,
2,22,22,1271,12.90,11.60,,,,,,,,,,
2,22,23,1272,15.10,14.10,,,,,,,,,,
2,23,0,1273,17.10,16.00,,,,,,,,,,
2,23,1,1274,19.00,17.60,,,,,,,,,,
2,23,2,1275,23.00,21.80,,,,,,,,,,
2,23,3,1276,23.00,21.80,,,,,,,,,,
2,23,4,1277,18.00,16.90,,,,,,,,,,
2,23,5,1278,12.90,11.40,,,,,,,,,,
2,23,6,1279,12.90,11.60,,,,,,,,,,
2,23,7,1280,16.00,15.00,,,,,,,,,,
2,23,8,1281,18.00,16.60,,,,,,,,,,
2,23,9,1282,12.00,11.10,,,,,,,,,,
2,23,10,1283,19.90,19.30,,,,,,,,,,
2,23,11,1284,21.90,21.00,,,,,,,,,,
2,23,12,1285,21.90,21.00,,,,,,,,,,
2,23,13,1286,23.00,21.70,,,,,,,,,,
2,23,14,1287,23.00,21.70,,,,,,,,,,
2,23,15,1288,24.10,21.60,,,,,,,,,,
2,23,16,1289,25.00,21.70,,,,,,,,,,
2,23,17,1290,24.10,21.10,,,,,,,,,,
2,23,18,1291,23.00,21.20,,,,,,,,,,
2,23,19,1292,16.00,15.00,,,,,,,,,,
2,23,20,1293,16.00,14.30,,,,,,,,,,
2,23,21,1294,18.00,16.90,,,,,,,,,,
2,23,22,1295,10.90,10.00,,,,,,,,,,
2,23,23,1296,9.00,8.00,,,,,,,,,,
2,24,0,1297,10.90,10.00,,,,,,,,,,
2,24,1,1298,10.00,9.00,,,,,,,,,,
2,24,2,1299,12.90,11.80,,,,,,,,,,
2,24,3,1300,12.00,10.70,,,,,,,,,,
2,24,4,1301,14.00,12.60,,,,,,,,,,
2,24,5,1302,16.00,15.00,,,,,,,,,,
2,24,6,1303,17.10,16.30,,,,,,,,,,
2,24,7,1304,17.10,16.00,,,,,,,,,,
2,24,8,1305,17.10,16.00,,,,,,,,,,
2,24,9,1306,18.00,16.60,,,,,,,,,,
2,24,10,1307,19.00,17.60,,,,,,,,,,
2,24,11,1308,19.00,18.10,,,,,,,,,,
2,24,12,1309,19.90,18.80,,,,,,,,,,
2,24,13,1310,21.00,19.80,,,,,,,,,,
2,24,14,1311,21.00,19.80,,,,,,,,,,
2,24,15,1312,21.90,20.70,,,,,,,,,,
2,24,16,1313,21.90,21.00,,,,,,,,,,
2,24,17,1314,23.00,22.00,,,,,,,,,,
2,24,18,1315,23.00,22.00,,,,,,,,,,
2,24,19,1316,24.10,22.80,,,,,,,,,,
2,24,20,1317,24.10,22.80,,,,,,,,,,
2,24,21,1318,25.00,24.00,,,,,,,,,,
2,24,22,1319,26.10,25.10,,,,,,,,,,
2,24,23,1320,26.10,25.10,,,,,,,,,,
2,25,0,1321,26.10,24.40,,,,,,,,,,
2,25,1,1322,26.10,24.40,,,,,,,,,,
2,25,2,1323,26.10,24.70,,,,,,,,,,
2,25,3,1324,26.10,24.70,,,,,,,,,,
2,25,4,1325,26.10,24.70,,,,,,,,,,
2,25,5,1326,27.00,25.30,,,,,,,,,,
2,25,6,1327,27.00,25.60,,,,,,,,,,
2,25,7,1328,27.00,25.30,,,,,,,,,,
2,25,8,1329,27.00,25.30,,,,,,,,,,
2,25,9,1330,27.00,25.30,,,,,,,,,,
2,25,10,1331,27.00,25.60,,,,,,,,,,
2,25,11,1332,27.00,26.00,,,,,,,,,,
2,25,12,1333,28.00,26.60,,,,,,,,,,
2,25,13,1334,28.90,27.20,,,,,,,,,,
2,25,14,1335,30.00,28.50,,,,,,,,,,
2,25,15,1336,30.90,28.70,,,,,,,,,,
2,25,16,1337,32.00,30.50,,,,,,,,,,
2,25,17,1338,32.00,30.50,,,,,,,,,,
2,25,18,1339,32.00,30.50,,,,,,,,,,
2,25,19,1340,32.00,30.50,,,,,,,,,,
2,25,20,1341,32.00,30.50,,,,,,,,,,
2,25,21,1342,32.00,30.50,,,,,,,,,,
2,25,22,1343,32.00,30.50,,,,,,,,,,
